"uuid","Fcilty_nam","Street_add","Locality","Postcode","Phone","Website","cat1","cat2","cat3","cat4","cat5","cat6","cat7","cat8","Xcoord","Ycoord","Buy_Online"
"168","Prestige Paint & Equipment Supplies","UNIT 1 / 11 WOOMERA PLACE UNIT 1","ARCHERFIELD","4108","0733182400","http://www.sape.com.au/","1","","","","","","","","153.018557","-27.567965",""
"169","Preston Motors Pty Ltd","1551 SYDNEY ROAD","CAMPBELLFIELD","3061","1300559586","http://www.pmparts.com.au/","1","","","","","","","","144.953815","-37.677830",""
"170","Preston Motors Pty Ltd","48 GREENS ROAD (DANDENONG PARTS)","DANDENONG","3175","1300559586","http://www.pmparts.com.au/","1","","","","","","","","145.214861","-37.987460",""
"171","Preston Motors Pty Ltd","146 VICTORIA STREET","GEELONG NORTH","3215","1300559586","http://www.pmparts.com.au/","1","","","","","","","","144.345546","-38.122739",""
"172","Preston Motors Pty Ltd","317 PRINCES HIGHWAY","TRARALGON","3844","0351743365","http://www.pmparts.com.au/","1","","","","","","","","146.564989","-38.189569",""
"173","Preston Motors Pty Ltd","FACTORY 7 & 8 LEWIS ROAD","WANTIRNA","3152","1300559586","http://www.pmparts.com.au/","1","","","","","","","","145.238726","-37.860817",""
"174","Robayne Distributors","2 RAPHAEL ROAD","WINNELLIE","0820","0889475254","http://www.robayne.com.au/","1","","","","","","","","130.862003","-12.431334",""
"175","Robayne Distributors","2 CONMURRA AVENUE","EDWARDSTOWN","5039","0883741380","http://www.robayne.com.au/","1","","","","","","","","138.573923","-34.988842",""
"176","Robayne Distributors","62 CHARLES STREET","MOONAH","7009","0262720422","http://www.robayne.com.au/","1","","","","","","","","147.290997","-42.844959",""
"177","Robayne Distributors","4C SWANSTON DRIVE","WAVERLEY","7250","0363341085","http://www.robayne.com.au/","1","","","","","","","","147.178494","-41.436206",""
"178","Robayne Distributors","119 EWING STREET","WELSHPOOL","6106","0894512111","http://www.robayne.com.au/","1","","","","","","","","115.931300","-31.995991",""
"179","Robayne Distributors","UNIT 1/32 DENNING RD","BUNBURY","6230","0364312702","http://www.robayne.com.au/","1","","","","","","","","115.652255","-33.340076",""
"180","Robayne Distributors","14 JESSIE LEE STREET","HENDERSON","6166","0894376833","http://www.robayne.com.au/","1","","","","","","","","115.780707","-32.148573",""
"181","Rocket Tools Pty Ltd","1 WHITBREAD STREET","TAREE","2430","0265512266","www.tools.com.au","1","","","","","","","","152.459937","-31.906578",""
"182","SA Color Pty Ltd","18 - 20 FURNESS AVE","EDWARDSTOWN","5039","0265512266","http://www.sacolor.com.au","1","","","","","","","","138.572471","-34.983535",""
"183","Sam Allen Wholesale","385 THYNNE ROAD","MORNINGSIDE","4170","0739027222","http://www.samallen.com.au/","","","","","","1","","","153.077376","-27.450937","YES"
"184","Spectrum Car Paints","71-75 Margaret Street","Launcheston","7250","0363315114","http://www.spectrumcarpaints.com.au","1","","","","","","","","147.135144","-41.442742",""
"185","Spectrum Car Paints","78 SUNDERLAND STREET","MOONAH","7009","0362726644","http://www.spectrumcarpaints.com.au","1","","","","","","","","147.293375","-42.838206",""
"186","Sutton Spare Parts","22 CARTER STREET","LIDCOMBE","2141","0296483688","http://www.suttonspartsrefinish.com.au/","1","","","","","","","","151.057426","-33.850917","YES"
"187","Sydney Automotive Paints & Equipment","EQUIPMENT UNIT A3, 366 EDGAR STREET","CONDELL PARK","2200","0297729000","http://www.sape.com.au/","1","","","","","","","","151.010177","-33.934273",""
"188","Tasmanian Marine Distributors","28 MERTONVALE CIRCUIT","KINGSTON","7050","0362296741","http://www.tmdmarine.com.au/","","","","","","1","","","147.292569","-42.981942",""
"189","Triken Pty Ltd","UNIT 5/1 - 3 ENDEAVOUR ROAD","CARINGBAH","2229","0295403466","http://triken.com.au/","1","","","","","","","","151.130414","-34.030604",""
"190","Wards Auto Supplies Pty Ltd","118 TAYLOR STREET","ARMIDALE","2350","0267727244","http://www.wardsauto.com.au/","1","","","","","","","","151.671011","-30.516539",""
"191","Wards Auto Supplies Pty Ltd","5 COOK DRIVE UNIT 1","COFFS HARBOUR","2450","0266519255","http://www.wardsauto.com.au/","1","","","","","","","","153.096918","-30.314848",""
"192","Wards Auto Supplies Pty Ltd","UNIT 11 / 4 CARBONI COURT","DUBBO","2830","0267727244","http://www.wardsauto.com.au/","1","","","","","","","","148.613878","-32.233339",""
"193","Wards Auto Supplies Pty Ltd","37A VILLIERS STREET","GRAFTON","2460","0266433080","http://www.wardsauto.com.au/","1","","","","","","","","152.938132","-29.691444",""
"194","Wards Auto Supplies Pty Ltd","18 BARNES STREET","TAMWORTH","2340","0267627533","http://www.wardsauto.com.au/","1","","","","","","","","150.915138","-31.089924",""
"195","Wishart's Paint Solutions","4 WAVERLEY DRIVE","UNANDERRA","2526","0242721140","http://www.wishartspaintsolutions.com.au/","1","","","","","","","","150.840827","-34.461965",""
"196","Lincoln Sentry","31-33 COLLIE STREET","FYSHWICK","2609","026280 4302","http://www.lincolnsentry.com.au","","1","1","","","","1","1","149.179993","-35.328025",""
"197","Lincoln Sentry","110 MUNIBUNG ROAD","CARDIFF","2285","024953 2333","http://www.lincolnsentry.com.au","","1","1","","","","1","1","151.636783","-32.940069",""
"198","Lincoln Sentry","12/37-41 O'RIORDAN STREET","ALEXANDRIA","2015","029698 5718","http://www.lincolnsentry.com.au","","1","1","","","","1","1","151.196533","-33.911772",""
"199","Lincoln Sentry","10 JESSICA PLACE","PRESTONS","2170","028784 4400","http://www.lincolnsentry.com.au","","1","1","","","","1","1","150.875256","-33.934571",""
"200","Lincoln Sentry","5 PROSPECT ROAD","EAST BENDIGO","3550","035444 4594","http://www.lincolnsentry.com.au","","1","1","","","","1","1","144.313912","-36.743261",""
"201","Lincoln Sentry","2 COMMERCIAL DRIVE","DANDENONG","3175","039768 2085","http://www.lincolnsentry.com.au","","1","1","","","","1","1","145.227718","-38.028130",""
"202","Lincoln Sentry","14 HEDE STREET","SOUTH GEELONG","3220","035224 1168","http://www.lincolnsentry.com.au","","1","1","","","","1","1","144.366775","-38.173763",""
"203","Lincoln Sentry","FACTORY 10-11, 8 TROTTERS LANE","PROSPECT","7250","036344 9269","http://www.lincolnsentry.com.au","","1","1","","","","1","1","147.135744","-41.472220",""
"204","Lincoln Sentry","73 BARRY STREET","BAYSWATER","3153","039760 5422","http://www.lincolnsentry.com.au","","1","1","","","","1","1","145.284521","-37.847561",""
"205","Lincoln Sentry","417 SWIFT STREET","ALBURY","2640","026021 0061","http://www.lincolnsentry.com.au","","1","1","","","","1","1","146.923746","-36.079880",""
"206","Lincoln Sentry","SHED 3, 4 ACTIVITY STREET","BUNDABERG","4670","074151 1171","http://www.lincolnsentry.com.au","","1","1","","","","1","1","152.333754","-24.890408",""
"207","Lincoln Sentry","48 WEAVER STREET","COOPERS PLAINS","4108","073244 3244","http://www.lincolnsentry.com.au","","1","1","","","","1","1","153.027706","-27.571857",""
"208","Lincoln Sentry","9 WINGARA DRIVE","COFFS HARBOUR","2450","026651 2488","http://www.lincolnsentry.com.au","","1","1","","","","1","1","153.100697","-30.315759",""
"209","Lincoln Sentry","UNIT 3, 481 SCOTTSDALE DRIVE","VARSITY LAKES","4227","075568 0165","http://www.lincolnsentry.com.au","","1","1","","","","1","1","153.393342","-28.091638",""
"210","Lincoln Sentry","UNIT 2, 22 TECHNOLOGY DRIVE","KAWANA WATERS","4575","075437 8136","http://www.lincolnsentry.com.au","","1","1","","","","1","1","153.127293","-26.725919",""
"211","Lincoln Sentry","400 TAYLOR STREET","TOOWOOMBA","4350","074634 3733","http://www.lincolnsentry.com.au","","1","1","","","","1","1","151.903233","-27.551259",""
"212","Lincoln Sentry","BUILDING 2, 76 POSTLE STREET","COOPERS PLAINS","4108","073722 8273","http://www.lincolnsentry.com.au","","1","1","","","","1","1","153.026630","-27.572014",""
"213","Lincoln Sentry","9 PEACE STREET","PAGET","4740","074952 3737","http://www.lincolnsentry.com.au","","1","1","","","","1","1","149.172863","-21.172981",""
"214","Lincoln Sentry","170 ALEXANDRA STREET","NORTH ROCKHAMPTON","4701","074921 2371","http://www.lincolnsentry.com.au","","1","1","","","","1","1","150.508138","-23.343005",""
"215","Lincoln Sentry","123-125 BROWN ST","BUNGALOW","4870","074035 5353","http://www.lincolnsentry.com.au","","1","1","","","","1","1","145.759202","-16.939950",""
"216","Lincoln Sentry","14-16 CARMEL STREET","GARBUTT","4814","074779 3097","http://www.lincolnsentry.com.au","","1","1","","","","1","1","146.765133","-19.269866",""
"217","Lincoln Sentry","34 CLIFFORD STREET","BUNBURY","6230","089725 6930","http://www.lincolnsentry.com.au","","1","1","","","","1","1","115.677450","-33.363928",""
"218","Lincoln Sentry","UNIT 2, 121 BERINGARRA AVE","MALAGA","6090","089347 3888","http://www.lincolnsentry.com.au","","1","1","","","","1","1","115.906781","-31.863000",""
"219","Lincoln Sentry","8 TRIZOLPIC COURT","LONSDALE","5160","088381 0888","http://www.lincolnsentry.com.au","","1","1","","","","1","1","138.502061","-35.101638",""
"220","Lincoln Sentry","31 ALBATROSS STREET","WINNELLIE","0821","088947 4789","http://www.lincolnsentry.com.au","","1","1","","","","1","1","130.886473","-12.427655",""
"221","Blackwoods","194 Albany Highway","Albany","6330","(08) 9841 1888","http://www.blackwoods.com.au","","1","1","","","","1","1","117.874633","-35.014091","YES"
"222","Blackwoods","410 Townsend Street","Albury","2640","(02) 6021 8300","http://www.blackwoods.com.au","","1","1","","","","1","1","146.912828","-36.085199","YES"
"223","Blackwoods","4219 Stuart Highway","Alice Springs","0870","(08) 8952 1788","http://www.blackwoods.com.au","","1","1","","","","1","1","133.878506","-23.697454","YES"
"224","Blackwoods","4 Daveyduke Drive","Wendouree","3350","(03) 5339 6900","http://www.blackwoods.com.au","","1","1","","","","1","1","143.805864","-37.513290","YES"
"225","Blackwoods","27 Deborah Street","Bendigo","3550","(03) 5441 2662","http://www.blackwoods.com.au","","1","1","","","","1","1","144.272946","-36.775358","YES"
"226","Blackwoods","134A South Pine Road","Brendale","4500","(07) 3881 2692","http://www.blackwoods.com.au","","1","1","","","","1","1","152.987308","-27.324183","YES"
"227","Blackwoods","105-107 Argent Street","Broken Hill","2880","(08) 8088 3811","http://www.blackwoods.com.au","","1","1","","","","1","1","141.460561","-31.961388","YES"
"228","Blackwoods","97 Guy St","Broome","6725","(08) 9192 1718","http://www.blackwoods.com.au","","1","1","","","","1","1","122.224586","-17.964030","YES"
"229","Blackwoods","11 Clifford Street","Bunbury","6230","(08) 9725 5300","http://www.blackwoods.com.au","","1","1","","","","1","1","115.675171","-33.360564","YES"
"230","Blackwoods","Unit 1 6-8 Woondooma Street","Bundaberg","4670","(07) 4152 2200","http://www.blackwoods.com.au","","1","1","","","","1","1","152.358616","-24.866227","YES"
"231","Blackwoods","10 Wellington Street","Burnie","7320","(03) 6431 9975","http://www.blackwoods.com.au","","1","1","","","","1","1","145.908533","-41.061775","YES"
"232","Blackwoods","Cnr Cook & Tingira St","Cairns","4870","(07) 4035 3722","http://www.blackwoods.com.au","","1","1","","","","1","1","145.772146","-16.941934","YES"
"233","Blackwoods","1948 Sydney Road","Campbellfield","3061","(03) 9357 8222","http://www.blackwoods.com.au","","1","1","","","","1","1","144.954304","-37.654463","YES"
"234","Blackwoods","187 Gladstone Street","Fyshwick","2609","(02) 6234 5345","http://www.blackwoods.com.au","","1","1","","","","1","1","149.185751","-35.330638","YES"
"235","Blackwoods","35-39 Baille Rd","Canning Vale","6155","(08) 9311 6400","http://www.blackwoods.com.au","","1","1","","","","1","1","115.907915","-32.067947","YES"
"236","Blackwoods","131-137 Mica Street","Carole Park","4300","(07) 3275 7222","http://www.blackwoods.com.au","","1","1","","","","1","1","152.924718","-27.613290","YES"
"237","Blackwoods","14 Isles Drive","Coffs Harbour","2450","(02) 6652 1244","http://www.blackwoods.com.au","","1","1","","","","1","1","153.087076","-30.315482","YES"
"238","Blackwoods","20 Greens Road","Dandenong","3175","(03) 8710 5100","http://www.blackwoods.com.au","","1","1","","","","1","1","145.217699","-38.015286","YES"
"239","Blackwoods","98 Reichardt Rd","Winnellie","0820","(08) 8942 9200","http://www.blackwoods.com.au","","1","1","","","","1","1","130.868635","-12.428621","YES"
"240","Blackwoods","375 Fitzgerald Road","Derrimut","3030","(03) 8369 1555","http://www.blackwoods.com.au","","1","1","","","","1","1","144.787230","-37.804241","YES"
"241","Blackwoods","33 Cobbora Road","Dubbo","2830","(02) 6882 4166","http://www.blackwoods.com.au","","1","1","","","","1","1","148.618006","-32.243048","YES"
"242","Blackwoods","42D Norseman Road","Esperance","6450","(08) 9083 1300","http://www.blackwoods.com.au","","1","1","","","","1","1","121.896975","-33.836387","YES"
"243","Blackwoods","385 Thompsons Road","Geelong North","3215","(03) 5278 5188","http://www.blackwoods.com.au","","1","1","","","","1","1","144.105264","-38.301894","YES"
"244","Blackwoods","115 Flores Road","Geraldton","6530","(08) 9921 1533","http://www.blackwoods.com.au","","1","1","","","","1","1","114.628307","-28.751771","YES"
"245","Blackwoods","16 Chapple Street","Gladstone","4680","(07) 4972 1544","http://www.blackwoods.com.au","","1","1","","","","1","1","151.244683","-23.841723","YES"
"246","Blackwoods","124-126 Wakaden Street","Griffith","2680","(02) 6962 6444","http://www.blackwoods.com.au","","1","1","","","","1","1","146.064077","-34.288220","YES"
"247","Blackwoods","35 Oak Street","Gympie","4570","(07) 5482 1488","http://www.blackwoods.com.au","","1","1","","","","1","1","152.652741","-26.180131","YES"
"248","Blackwoods","712-716 Kingsford Smith Drive","Hamilton","4007","(07) 3861 2000","http://www.blackwoods.com.au","","1","1","","","","1","1","153.063507","-27.439413","YES"
"249","Blackwoods","11 Derwent Park Road","Derwent Park","7009","(03) 6273 1333","http://www.blackwoods.com.au","","1","1","","","","1","1","147.291682","-42.839429","YES"
"250","Blackwoods","292-296 Brisbane Street","Ipswich West","4305","(07) 3275 7222","http://www.blackwoods.com.au","","1","1","","","","1","1","152.748146","-27.622075","YES"
"251","Blackwoods","11 Wilurarra Road","West Kalgoorlie","6430","(08) 9026 4000","http://www.blackwoods.com.au","","1","1","","","","1","1","121.433492","-30.785824","YES"
"252","Blackwoods","Lot 2511 Coolawanyah Road","Karratha","6714","(08) 9185 1266","http://www.blackwoods.com.au","","1","1","","","","1","1","116.878655","-20.766174","YES"
"253","Blackwoods","Lot 1132 Ivenhoe Road","Kununurra","6743","(08) 9168 2499","http://www.blackwoods.com.au","","1","1","","","","1","1","128.715011","-15.735768","YES"
"254","Blackwoods","53 Office Rd","Kwinana","6167","(08) 9439 1799","http://www.blackwoods.com.au","","1","1","","","","1","1","115.776302","-32.249557","YES"
"255","Blackwoods","170 Inverway Road","Invermay","7248","(03) 6326 5999","http://www.blackwoods.com.au","","1","1","","","","1","1","147.133321","-41.411832","YES"
"256","Blackwoods","23 Krauss Avenue","Lismore South","2480","(02) 6621 2666","http://www.blackwoods.com.au","","1","1","","","","1","1","153.264216","-28.825238","YES"
"257","Blackwoods","53-55 Enterprise Street","Paget","4740","(07) 4963 3800","http://www.blackwoods.com.au","","1","1","","","","1","1","149.160079","-21.184353","YES"
"258","Blackwoods","819 Marshall Road","Malaga","6090","(08) 9248 2300","http://www.blackwoods.com.au","","1","1","","","","1","1","115.896290","-31.855930","YES"
"259","Blackwoods","164 Saltwater Creek Road","Maryborough","4650","(07) 4121 2329","http://www.blackwoods.com.au","","1","1","","","","1","1","152.708732","-25.513639","YES"
"260","Blackwoods","210-224 Princes Drive","Morwell","3840","(03) 5120 2400","http://www.blackwoods.com.au","","1","1","","","","1","1","146.444542","-38.232935","YES"
"261","Blackwoods","322B Commercial Street West","Mt Gambier","5290","(08) 8723 9288","http://www.blackwoods.com.au","","1","1","","","","1","1","140.754005","-37.819108","YES"
"262","Blackwoods","1 Traders Way","Mt Isa","4825","(07) 4744 4500","http://www.blackwoods.com.au","","1","1","","","","1","1","139.501629","-20.707563","YES"
"263","Blackwoods","1607 Laver Street","Newman","6753","(08) 9177 9100","http://www.blackwoods.com.au","","1","1","","","","1","1","119.734484","-23.369661","YES"
"264","Blackwoods","18-22 Peisley Street","Orange","2800","(02) 6361 7000","http://www.blackwoods.com.au","","1","1","","","","1","1","149.101672","-33.296848","YES"
"265","Blackwoods","Lot 1618 Wilson Street","Port Hedland","6721","(08) 9173 4499","http://www.blackwoods.com.au","","1","1","","","","1","1","118.577859","-20.313248","YES"
"266","Blackwoods","11 Cellana Court","Portland","3305","(03) 5523 2222","http://www.blackwoods.com.au","","1","1","","","","1","1","141.623396","-38.364396","YES"
"267","Blackwoods","7-19 Tikalara Street","Regency Park","5010","(08) 8245 8600","http://www.blackwoods.com.au","","1","1","","","","1","1","138.572487","-34.869544","YES"
"268","Blackwoods","211-213 Farm Street","North Rockhampton","4702","(07) 4924 7600","http://www.blackwoods.com.au","","1","1","","","","1","1","150.510874","-23.338725","YES"
"269","Blackwoods","3 Gosse Street","Roxby Downs","5725","(08) 8671 0700","http://www.blackwoods.com.au","","1","1","","","","1","1","136.894285","-30.552692","YES"
"270","Blackwoods","1 Caribbean Drive","Scoresby","3179","(03) 8756 8222","http://www.blackwoods.com.au","","1","1","","","","1","1","145.222206","-37.900149","YES"
"271","Blackwoods","87 Benalla Road","Shepparton","3630","(03) 5821 9455","http://www.blackwoods.com.au","","1","1","","","","1","1","145.421878","-36.384955","YES"
"272","Blackwoods","5 Magpie Street","Singleton","2330","(02) 6571 3111","http://www.blackwoods.com.au","","1","1","","","","1","1","151.141019","-32.548713","YES"
"273","Blackwoods","13 Cooper Street","Smithfield","2164","(02) 9203 0111","http://www.blackwoods.com.au","","1","1","","","","1","1","150.937021","-33.842232","YES"
"274","Blackwoods","7 Commercial Drive","Southport","4215","(07) 5532 9500","http://www.blackwoods.com.au","","1","1","","","","1","1","153.390488","-27.980114","YES"
"275","Blackwoods","Corner Plain Street & Belmore Street","Tamworth","2340","(02) 6765 3066","http://www.blackwoods.com.au","","1","1","","","","1","1","150.913597","-31.086773","YES"
"276","Blackwoods","313 Taylor Street","Toowoomba","4350","(07) 4634 5555","http://www.blackwoods.com.au","","1","1","","","","1","1","151.913992","-27.549830","YES"
"277","Blackwoods","1-3 Greg Jabs Court","Townsville","4814","(07) 4755 8111","http://www.blackwoods.com.au","","1","1","","","","1","1","146.756545","-19.273215","YES"
"278","Blackwoods","6 Colony Close","Tuggerah","2259","(02) 4353 9133","http://www.blackwoods.com.au","","1","1","","","","1","1","151.419677","-33.317369","YES"
"279","Blackwoods","150 Hammond Avenue","Wagga Wagga","2650","(02) 6921 6077","http://www.blackwoods.com.au","","1","1","","","","1","1","147.396176","-35.122734","YES"
"280","Blackwoods","132 Norrie Avenue","Whyalla","5600","(08) 8645 0133","http://www.blackwoods.com.au","","1","1","","","","1","1","137.552576","-33.037695","YES"
"281","Blackwoods","90 Hannell Street","Wickham","2293","(02) 4962 2300","http://www.blackwoods.com.au","","1","1","","","","1","1","151.759582","-32.920144","YES"
"282","Blackwoods","Unit 1 175-177 Five Islands Road","Unanderra","2526","(02) 4272 2222","http://www.blackwoods.com.au","","1","1","","","","1","1","150.865677","-34.460524","YES"
"283","Blackwoods","Lot 684 Shanks Road","Onslow","6710","13 73 23","http://www.blackwoods.com.au","","1","1","","","","1","1","115.122690","-21.648787","YES"
